Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Churn
ED59130,Arizona,16705.10312,Extended,Bachelor,Employed,M,74900,Suburban,Married,208,31,63,0,6,Personal Auto,Call Center,998.4,Luxury SUV,Medsize,False
SC90717,California,31864.8589,Extended,Doctor,Employed,M,23576,Urban,Married,89,8,72,0,2,Personal Auto,Web,383.508096,Four-Door Car,Medsize,False
PP36346,Nevada,3708.811428,Extended,High School or Below,Disabled,F,23393,Suburban,Married,95,26,37,0,1,Corporate Auto,Branch,456,Four-Door Car,Medsize,True
JU75786,Oregon,7203.133626,Extended,Master,Unemployed,F,0,Rural,Married,95,3,29,0,9,Personal Auto,Agent,149.843223,Two-Door Car,Medsize,False
TU68427,Arizona,2649.658715,Basic,High School or Below,Unemployed,F,0,Suburban,Single,73,3,93,0,1,Personal Auto,Web,350.4,Two-Door Car,Medsize,False
YD28431,California,6991.614179,Extended,Master,Employed,F,66346,Rural,Married,87,15,7,1,4,Personal Auto,Agent,78.179743,Four-Door Car,Large,False
MY56715,Oregon,3380.712383,Extended,Bachelor,Employed,M,58109,Suburban,Divorced,86,9,6,0,1,Corporate Auto,Branch,412.8,Two-Door Car,Medsize,False
NF60680,Arizona,20096.89337,Basic,High School or Below,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Agent,379.029102,Two-Door Car,Large,False
BD70337,California,24706.92011,Basic,High School or Below,Medical Leave,M,26307,Urban,Married,73,26,1,0,2,Personal Auto,Call Center,313.192439,Four-Door Car,Medsize,False
DM77491,Oregon,7416.466665,Basic,Bachelor,Unemployed,M,0,Urban,Married,69,6,52,0,2,Personal Auto,Call Center,238.057939,Four-Door Car,Medsize,True
EV57176,California,5605.380417,Basic,High School or Below,Employed,F,21171,Suburban,Divorced,72,2,40,0,3,Corporate Auto,Call Center,345.6,Four-Door Car,Large,False
CQ76876,California,13749.37083,Premium,College,Employed,F,82753,Rural,Married,114,3,42,0,2,Personal Auto,Web,264.666921,Four-Door Car,Medsize,True
QI89498,Oregon,2203.588481,Basic,College,Unemployed,F,0,Suburban,Single,64,8,12,0,1,Personal Auto,Agent,757.206098,Four-Door Car,Small,False
BH43020,California,3369.71211,Extended,Bachelor,Employed,M,39754,Rural,Married,85,2,35,0,1,Personal Auto,Agent,62.282034,Four-Door Car,Medsize,False
EC66666,Arizona,7296.493236,Basic,College,Unemployed,F,0,Suburban,Divorced,67,29,88,0,2,Personal Auto,Web,321.6,Two-Door Car,Medsize,True
EO74797,Arizona,7840.646748,Extended,Bachelor,Unemployed,F,0,Suburban,Single,76,17,34,1,2,Personal Auto,Agent,364.8,Four-Door Car,Large,True
IA30254,Nevada,14837.50253,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,18,46,0,2,Corporate Auto,Agent,712.619939,Four-Door Car,Medsize,False
KC79907,Arizona,7441.004843,Basic,College,Employed,F,91915,Rural,Divorced,186,0,91,0,1,Personal Auto,Call Center,93.56694,Luxury Car,Medsize,False
XW34862,Nevada,11981.98481,Basic,Master,Retired,F,21514,Urban,Married,62,0,59,0,2,Special Auto,Agent,257.248789,Two-Door Car,Medsize,False
RI76930,California,4163.04081,Basic,College,Employed,F,43276,Suburban,Married,104,16,11,0,1,Personal Auto,Call Center,499.2,SUV,Large,False
XZ40716,California,8054.982035,Premium,High School or Below,Employed,F,75531,Suburban,Single,102,2,13,0,4,Personal Auto,Web,489.6,Four-Door Car,Medsize,True
ZC75052,California,22658.53652,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19,50,0,2,Personal Auto,Branch,404.817249,Four-Door Car,Medsize,False
DH51686,Arizona,4048.722426,Premium,Bachelor,Unemployed,F,0,Suburban,Single,118,9,26,0,1,Personal Auto,Web,566.4,Four-Door Car,Small,True
HJ89045,California,10288.92495,Extended,Bachelor,Employed,F,96337,Suburban,Married,127,19,12,0,3,Personal Auto,Branch,609.6,SUV,Medsize,False
DJ34695,California,21920.81339,Basic,High School or Below,Employed,M,60180,Suburban,Married,183,14,70,0,2,Corporate Auto,Branch,988.533256,Luxury Car,Medsize,False
KR89806,Oregon,16468.22079,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Agent,685.12694,Four-Door Car,Medsize,True
OX62816,Washington,5167.357134,Basic,Master,Employed,M,30376,Suburban,Single,66,26,16,0,6,Personal Auto,Web,316.8,Four-Door Car,Small,False
WM36886,California,5757.442258,Basic,Master,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Corporate Auto,Branch,174.041566,Four-Door Car,Small,False
BE92692,Oregon,2487.777024,Basic,Bachelor,Employed,M,69236,Rural,Married,63,31,83,1,1,Personal Auto,Branch,110.868874,Four-Door Car,Medsize,False
JV79596,Oregon,14594.45235,Basic,Bachelor,Disabled,F,27627,Suburban,Married,63,10,43,0,2,Special Auto,Call Center,453.6,Two-Door Car,Small,False
KA49711,Nevada,5320.343098,Basic,Bachelor,Employed,M,77524,Rural,Married,68,12,95,3,6,Corporate Auto,Call Center,64.799325,Four-Door Car,Small,False
YI68606,Oregon,2442.200921,Basic,High School or Below,Employed,F,75449,Rural,Divorced,61,3,31,0,1,Corporate Auto,Agent,130.775164,Two-Door Car,Medsize,False
AU11344,Oregon,5142.389806,Extended,Bachelor,Employed,F,35666,Rural,Divorced,131,12,76,0,1,Personal Auto,Call Center,312.110029,SUV,Small,False
BG42047,Nevada,2511.944048,Basic,College,Medical Leave,M,17658,Suburban,Married,65,10,44,0,1,Personal Auto,Web,312,Four-Door Car,Large,False
CF73234,Oregon,2629.315549,Basic,High School or Below,Unemployed,M,0,Suburban,Married,71,0,44,0,1,Corporate Auto,Branch,340.8,Four-Door Car,Large,False
VE85103,Nevada,2449.128459,Basic,College,Medical Leave,M,20567,Suburban,Married,72,24,76,4,1,Personal Auto,Agent,345.6,Four-Door Car,Large,False
LN99977,California,4061.997378,Basic,College,Employed,F,30061,Suburban,Single,104,4,22,0,1,Special Auto,Web,499.2,Sports Car,Large,False
CR56473,Nevada,5252.511788,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,32,62,0,3,Corporate Auto,Agent,532.8,Four-Door Car,Medsize,False
YP32443,Oregon,4372.194536,Basic,Bachelor,Medical Leave,M,20354,Suburban,Married,116,23,0,0,1,Personal Auto,Agent,556.8,SUV,Medsize,False
MQ46375,Oregon,15320.21872,Basic,Bachelor,Employed,M,36637,Suburban,Married,192,28,52,0,3,Corporate Auto,Branch,921.6,Luxury Car,Medsize,False
VU30980,California,9657.579498,Extended,High School or Below,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Personal Auto,Agent,628.8,SUV,Medsize,True
JX50349,Oregon,2472.469209,Basic,College,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Agent,208.598246,Four-Door Car,Medsize,False
DH34004,California,6191.402312,Basic,College,Unemployed,M,0,Suburban,Married,199,4,29,3,1,Personal Auto,Web,955.2,Luxury Car,Medsize,True
DU66880,Arizona,13583.6249,Premium,High School or Below,Employed,M,58544,Suburban,Married,114,19,48,0,2,Personal Auto,Agent,769.788818,Four-Door Car,Medsize,False
QH87479,Oregon,27528.31132,Extended,High School or Below,Employed,F,54586,Rural,Married,76,1,91,0,2,Personal Auto,Branch,122.590766,Two-Door Car,Large,False
MF87270,California,2952.581331,Basic,High School or Below,Employed,F,57248,Suburban,Married,74,31,17,0,1,Personal Auto,Call Center,355.2,Four-Door Car,Small,False
PX99904,California,4949.389491,Extended,Bachelor,Unemployed,F,0,Suburban,Single,134,15,3,0,1,Corporate Auto,Branch,964.8,Sports Car,Small,False
TD43065,California,8209.924674,Basic,Bachelor,Employed,M,66037,Rural,Married,69,2,83,0,2,Personal Auto,Branch,69.004181,Four-Door Car,Medsize,False
DU39756,Nevada,4170.687348,Basic,Master,Employed,F,29462,Suburban,Single,107,28,23,1,1,Corporate Auto,Branch,513.6,SUV,Large,False
GY65868,California,20600.23958,Extended,Bachelor,Employed,M,64541,Urban,Married,86,16,43,0,2,Personal Auto,Agent,256.279637,Four-Door Car,Small,False
NG15645,California,2858.087414,Basic,Master,Employed,F,27382,Rural,Married,71,33,35,0,1,Personal Auto,Web,134.104322,Four-Door Car,Medsize,False
HH69970,California,6282.082435,Extended,Bachelor,Employed,F,32311,Urban,Married,79,10,23,0,3,Corporate Auto,Agent,207.289724,Four-Door Car,Large,False
YJ57293,California,2776.842204,Extended,College,Medical Leave,M,23830,Suburban,Married,76,24,22,1,1,Corporate Auto,Web,364.8,Two-Door Car,Medsize,False
BV22194,Arizona,14194.15441,Basic,High School or Below,Employed,F,88178,Suburban,Married,70,32,78,0,2,Personal Auto,Call Center,336,Two-Door Car,Medsize,False
UH22701,Oregon,9726.551005,Extended,Master,Employed,F,72236,Suburban,Married,80,2,29,0,2,Personal Auto,Call Center,518.064733,Four-Door Car,Medsize,False
IA85970,California,8099.466122,Basic,Bachelor,Unemployed,F,0,Urban,Divorced,112,19,42,0,6,Personal Auto,Branch,438.812143,SUV,Medsize,False
TC18240,Oregon,5020.473987,Basic,College,Employed,M,67890,Urban,Married,63,23,26,0,3,Personal Auto,Agent,174.08854,Four-Door Car,Medsize,False
GE58317,Arizona,4834.710493,Basic,College,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Call Center,316.8,Four-Door Car,Medsize,False
GW42895,Oregon,17625.53763,Basic,Bachelor,Employed,F,77803,Urban,Married,63,30,18,0,2,Personal Auto,Agent,217.554695,Four-Door Car,Medsize,False
FH77504,California,11009.13049,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16,43,0,1,Personal Auto,Agent,1358.4,Luxury Car,Medsize,True
XK87182,Oregon,4502.207001,Premium,College,Employed,F,46402,Urban,Married,113,7,2,0,1,Personal Auto,Agent,476.385575,Four-Door Car,Medsize,False
HB17438,Washington,10570.7888,Extended,Bachelor,Employed,M,92044,Urban,Married,132,7,77,0,3,Personal Auto,Web,617.288574,SUV,Medsize,False
DH18269,Arizona,10614.64457,Extended,College,Medical Leave,M,16040,Suburban,Divorced,96,29,93,0,2,Personal Auto,Branch,611.476898,Two-Door Car,Medsize,True
DP19820,Oregon,11436.42994,Extended,College,Unemployed,M,0,Suburban,Single,135,12,84,4,2,Personal Auto,Branch,980.52817,SUV,Small,False
IK64989,Washington,4458.113369,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Agent,312,Four-Door Car,Medsize,False
MP85571,Arizona,5558.31428,Premium,Bachelor,Unemployed,F,0,Suburban,Single,188,5,61,4,1,Personal Auto,Agent,2156.011022,SUV,Medsize,True
VO29645,Oregon,5169.49937,Basic,High School or Below,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Call Center,350.4,Four-Door Car,Medsize,False
GP83239,California,7840.165778,Extended,College,Employed,M,58414,Suburban,Single,210,7,24,2,1,Personal Auto,Agent,1008,Luxury SUV,Small,True
GQ21970,Nevada,24108.30057,Basic,Bachelor,Disabled,F,17257,Suburban,Single,70,1,88,0,2,Personal Auto,Call Center,551.132139,Four-Door Car,Small,True
HP40365,Oregon,5638.046345,Basic,College,Employed,F,70492,Urban,Divorced,70,29,82,0,7,Personal Auto,Web,328.362698,Two-Door Car,Medsize,False
UX87150,California,7680.147853,Extended,College,Employed,M,68229,Suburban,Married,96,11,41,0,5,Corporate Auto,Branch,460.8,Four-Door Car,Medsize,False
OZ30867,Oregon,8409.067687,Basic,High School or Below,Employed,F,33397,Suburban,Married,106,31,15,0,5,Personal Auto,Call Center,508.8,SUV,Medsize,False
LC60153,California,12341.83389,Basic,Bachelor,Employed,M,72503,Urban,Single,106,29,99,0,2,Personal Auto,Agent,295.821353,SUV,Large,False
OX87524,California,2611.128028,Basic,Master,Employed,F,90349,Suburban,Divorced,64,31,77,0,1,Personal Auto,Branch,435.7186,Four-Door Car,Medsize,False
ZY78741,California,6081.481291,Extended,High School or Below,Unemployed,M,0,Suburban,Single,87,24,23,0,7,Corporate Auto,Agent,626.4,Four-Door Car,Large,False
DB79306,California,4416.345862,Basic,College,Employed,M,25480,Urban,Married,117,26,49,3,1,Personal Auto,Web,486.545439,SUV,Small,False
EM77767,Oregon,10932.21496,Basic,College,Employed,F,72462,Urban,Married,68,8,70,0,2,Personal Auto,Call Center,272.737308,Two-Door Car,Medsize,False
PH78214,Oregon,5427.174517,Basic,College,Medical Leave,F,27677,Suburban,Married,72,10,82,1,3,Personal Auto,Agent,345.6,Four-Door Car,Medsize,False
LY17996,California,6190.316839,Extended,High School or Below,Medical Leave,M,25743,Suburban,Married,79,13,63,0,8,Personal Auto,Branch,596.2476,Two-Door Car,Large,False
XV76553,Oregon,4523.752381,Basic,High School or Below,Employed,M,74935,Rural,Married,112,15,62,0,1,Corporate Auto,Branch,192.859737,SUV,Medsize,False
SD38003,California,2482.38724,Basic,Bachelor,Unemployed,M,0,Suburban,Single,71,13,50,0,1,Personal Auto,Call Center,511.2,Four-Door Car,Medsize,False
QC30094,Oregon,6903.946532,Extended,High School or Below,Medical Leave,F,15921,Suburban,Married,92,9,12,1,4,Corporate Auto,Call Center,571.549745,Four-Door Car,Small,False
KH92987,Arizona,21740.02913,Extended,High School or Below,Employed,F,30095,Suburban,Married,136,0,94,0,2,Personal Auto,Web,652.8,SUV,Medsize,True
OB32671,Oregon,37939.48817,Basic,High School or Below,Employed,F,20587,Urban,Married,106,14,21,0,2,Personal Auto,Agent,363.77598,SUV,Small,False
CD26907,California,31215.68581,Basic,Bachelor,Unemployed,M,0,Suburban,Single,117,9,12,0,2,Personal Auto,Web,1227.822079,Sports Car,Medsize,False
YY46839,Washington,8482.456771,Premium,High School or Below,Employed,F,29628,Suburban,Married,106,29,45,0,9,Corporate Auto,Agent,763.2,Two-Door Car,Medsize,False
HY36253,California,8490.284985,Extended,Bachelor,Disabled,M,28677,Rural,Divorced,78,3,30,0,2,Personal Auto,Agent,131.515739,Four-Door Car,Medsize,False
KA62728,California,8886.610685,Premium,High School or Below,Employed,M,87094,Rural,Single,113,20,17,1,5,Personal Auto,Agent,64.894362,Four-Door Car,Medsize,False
GH98275,California,4670.953723,Basic,College,Unemployed,F,0,Urban,Divorced,64,25,89,0,4,Corporate Auto,Call Center,181.810486,Four-Door Car,Medsize,False
DJ87316,Oregon,10209.9339,Extended,High School or Below,Employed,M,43736,Suburban,Married,128,0,88,0,3,Personal Auto,Branch,614.4,SUV,Medsize,True
XC85830,Oregon,4118.588554,Premium,Bachelor,Employed,F,69379,Suburban,Single,103,14,79,0,1,Corporate Auto,Branch,494.4,Two-Door Car,Medsize,False
VK85405,California,7409.586372,Basic,High School or Below,Employed,F,80415,Urban,Single,62,24,15,0,2,Corporate Auto,Agent,281.372658,Two-Door Car,Medsize,False
ZP27971,California,3803.79853,Extended,High School or Below,Employed,M,26050,Suburban,Married,97,4,51,0,1,Personal Auto,Branch,465.6,Four-Door Car,Small,False
QC95625,California,12157.32992,Premium,High School or Below,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Agent,494.4,Four-Door Car,Medsize,False
DN34058,Washington,28119.28723,Extended,Bachelor,Employed,F,68211,Suburban,Married,99,9,21,0,2,Corporate Auto,Branch,475.2,Four-Door Car,Small,True
VS80344,Arizona,8219.358756,Premium,Bachelor,Employed,F,28445,Urban,Married,103,18,72,0,6,Special Auto,Agent,427.762841,Two-Door Car,Medsize,False
SJ24275,Nevada,4803.24007,Basic,College,Employed,F,37313,Urban,Single,62,34,39,0,6,Personal Auto,Branch,246.57631,Four-Door Car,Medsize,False
YB58105,California,10865.86075,Premium,High School or Below,Unemployed,M,0,Suburban,Single,110,27,48,1,2,Corporate Auto,Agent,1066.913401,Four-Door Car,Large,False
BP35803,California,3425.73115,Extended,College,Employed,F,29194,Urban,Single,89,28,31,0,1,Personal Auto,Agent,424.466821,Four-Door Car,Medsize,False
CL73599,Arizona,8609.158215,Basic,Bachelor,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Branch,289.040734,SUV,Medsize,True
ZR22245,Washington,4605.036646,Basic,College,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal Auto,Web,302.4,Four-Door Car,Large,False
JJ57298,Oregon,18634.72656,Extended,College,Unemployed,M,0,Suburban,Single,139,16,33,0,2,Corporate Auto,Call Center,1066.63167,SUV,Medsize,False
FF53048,Arizona,3465.52691,Extended,Master,Employed,F,48744,Suburban,Single,86,3,59,0,1,Personal Auto,Agent,412.8,Two-Door Car,Small,False
HD83496,Arizona,2478.180205,Basic,Bachelor,Unemployed,M,0,Suburban,Single,71,24,32,0,1,Corporate Auto,Web,511.2,Four-Door Car,Large,False
DD94148,California,5792.439588,Basic,College,Employed,M,29530,Urban,Married,74,31,79,0,4,Personal Auto,Web,222.478994,Two-Door Car,Medsize,False
FM52759,Nevada,5548.031892,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Agent,331.2,Four-Door Car,Medsize,False
OI39918,California,3443.301126,Extended,Bachelor,Medical Leave,M,16208,Suburban,Married,93,22,20,0,1,Personal Auto,Call Center,446.4,Two-Door Car,Large,False
PC72443,Oregon,4529.072491,Premium,College,Employed,F,94757,Rural,Married,112,0,25,0,1,Personal Auto,Agent,5.453269,Four-Door Car,Medsize,True
OQ15169,Washington,5597.12496,Extended,High School or Below,Employed,F,37995,Suburban,Married,139,16,50,0,1,Corporate Auto,Branch,667.2,SUV,Medsize,False
ZO89996,Oregon,2616.613903,Basic,College,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Agent,316.8,Two-Door Car,Medsize,False
OP70207,Oregon,10506.88413,Extended,College,Employed,M,37934,Urban,Divorced,137,2,58,1,8,Personal Auto,Call Center,385.440163,Sports Car,Medsize,True
ID39569,Washington,10758.65568,Extended,High School or Below,Retired,M,19382,Suburban,Married,94,31,18,0,2,Personal Auto,Agent,676.8,Four-Door Car,Medsize,False
RJ80405,Arizona,5498.661301,Basic,Bachelor,Employed,M,33191,Suburban,Married,70,9,80,0,9,Personal Auto,Branch,443.53718,Four-Door Car,Medsize,False
NT21324,Arizona,2791.880258,Basic,College,Employed,M,72389,Urban,Married,70,3,76,0,1,Personal Auto,Branch,206.158416,Four-Door Car,Medsize,False
IY98928,Arizona,5176.157299,Basic,Master,Employed,F,91475,Rural,Divorced,64,28,35,0,3,Personal Auto,Agent,73.295606,Four-Door Car,Medsize,False
XJ81725,California,8166.878898,Premium,College,Unemployed,M,0,Suburban,Single,111,2,29,0,3,Personal Auto,Agent,799.2,Four-Door Car,Medsize,True
FE62142,Oregon,4267.076892,Basic,Bachelor,Employed,F,43682,Rural,Married,107,12,73,0,1,Corporate Auto,Branch,148.003496,SUV,Medsize,False
ZH55575,California,5217.513287,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Corporate Auto,Web,261.930545,Two-Door Car,Medsize,False
WI86229,Oregon,7807.216137,Extended,Master,Employed,M,52162,Urban,Divorced,99,1,63,0,4,Personal Auto,Agent,251.152889,Two-Door Car,Large,False
QR42111,Arizona,5058.927182,Extended,High School or Below,Unemployed,F,0,Suburban,Married,134,32,27,0,1,Special Auto,Branch,643.2,SUV,Small,True
DN71979,Arizona,7772.579276,Basic,College,Employed,M,74755,Suburban,Divorced,195,10,10,0,1,Personal Auto,Web,1404,Luxury Car,Medsize,True
IC22580,California,11533.96706,Extended,College,Employed,M,85339,Urban,Married,95,6,43,0,2,Personal Auto,Agent,392.7457,Four-Door Car,Small,False
MX93069,Oregon,5073.282126,Extended,Doctor,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Branch,600,SUV,Medsize,False
TG37225,California,4636.54647,Basic,College,Retired,M,26802,Suburban,Married,66,7,43,1,5,Personal Auto,Agent,316.8,Two-Door Car,Medsize,False
GY69750,Oregon,5296.838482,Basic,Master,Unemployed,M,0,Rural,Divorced,73,33,44,0,3,Personal Auto,Branch,152.080908,Four-Door Car,Large,False
KX99703,Oregon,6273.911874,Extended,College,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Branch,412.8,Four-Door Car,Medsize,False
AA35519,Arizona,8002.308333,Basic,College,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Agent,513.6,SUV,Medsize,False
FE99816,Nevada,15563.36944,Premium,Bachelor,Unemployed,F,0,Suburban,Married,253,15,40,5,7,Personal Auto,Web,1214.4,Luxury Car,Medsize,True
YP92773,Washington,4723.821588,Premium,Bachelor,Employed,F,21546,Suburban,Married,119,20,66,1,1,Corporate Auto,Agent,625.395925,Two-Door Car,Medsize,True
CF26052,Arizona,8436.350708,Basic,Bachelor,Employed,F,49182,Rural,Married,70,6,86,0,2,Personal Auto,Web,165.410515,Two-Door Car,Medsize,False
PR37714,California,7153.208425,Extended,Bachelor,Employed,F,32238,Suburban,Divorced,91,15,80,0,4,Personal Auto,Branch,439.781453,Four-Door Car,Medsize,False
CE92675,California,6990.691643,Basic,College,Unemployed,F,0,Suburban,Single,68,24,2,0,2,Personal Auto,Web,326.4,Four-Door Car,Large,False
BK47926,California,6375.079233,Extended,High School or Below,Employed,M,98118,Suburban,Single,83,28,68,3,3,Personal Auto,Branch,398.4,Four-Door Car,Small,False
BY62906,Arizona,27990.35769,Basic,High School or Below,Employed,M,22971,Suburban,Married,101,24,8,0,2,Personal Auto,Web,562.021558,SUV,Medsize,False
UY95661,California,4971.727892,Basic,Master,Employed,M,49161,Urban,Married,63,16,41,2,3,Personal Auto,Branch,171.746945,Two-Door Car,Medsize,False
OS84395,Nevada,7611.949286,Extended,Bachelor,Employed,M,90252,Rural,Married,95,1,77,0,7,Corporate Auto,Web,122.924197,Four-Door Car,Medsize,False
JS53793,Arizona,2422.194555,Basic,Doctor,Employed,F,25036,Suburban,Married,61,11,30,1,1,Corporate Auto,Agent,292.8,Four-Door Car,Large,False
BV25135,California,4647.423581,Extended,Bachelor,Employed,M,28314,Suburban,Single,121,21,37,0,1,Personal Auto,Agent,580.8,SUV,Medsize,False
AF17671,Washington,7765.228166,Extended,Bachelor,Employed,F,56337,Suburban,Married,97,26,25,0,3,Personal Auto,Web,465.6,Four-Door Car,Medsize,False
AY30324,Oregon,6189.443994,Extended,Bachelor,Employed,F,99074,Urban,Married,77,4,40,1,9,Special Auto,Call Center,208.38907,Two-Door Car,Medsize,False
XE17270,California,3520.696547,Extended,High School or Below,Employed,M,31708,Suburban,Single,94,3,43,1,1,Personal Auto,Agent,451.2,Two-Door Car,Medsize,False
LS46182,Nevada,2678.457672,Extended,Bachelor,Unemployed,M,0,Suburban,Single,83,3,85,1,1,Personal Auto,Branch,398.4,Four-Door Car,Medsize,True
LH33181,Arizona,6274.564531,Basic,Bachelor,Unemployed,M,0,Suburban,Single,67,23,39,1,2,Personal Auto,Agent,431.32052,Four-Door Car,Large,False
AT84725,Washington,4650.063763,Basic,College,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Agent,468,Two-Door Car,Medsize,False
TP33286,Washington,12010.93726,Premium,High School or Below,Unemployed,M,0,Suburban,Single,119,3,24,0,2,Corporate Auto,Agent,856.8,Four-Door Car,Medsize,True
YB79192,California,10193.77423,Extended,Bachelor,Employed,F,21119,Suburban,Married,128,1,79,0,4,Personal Auto,Branch,614.4,SUV,Medsize,False
SC43870,California,15862.17507,Basic,Bachelor,Unemployed,M,0,Suburban,Single,66,14,16,0,2,Corporate Auto,Web,475.2,Four-Door Car,Medsize,False
OO72857,Oregon,17254.03699,Basic,Bachelor,Unemployed,M,0,Suburban,Married,69,33,49,1,2,Personal Auto,Agent,331.2,Four-Door Car,Medsize,False
MO38559,Arizona,5294.230247,Basic,Doctor,Unemployed,F,0,Rural,Married,70,9,19,0,3,Personal Auto,Call Center,20.521312,Four-Door Car,Medsize,False
RL65736,Oregon,6274.447705,Extended,High School or Below,Medical Leave,F,13662,Suburban,Single,85,29,37,0,3,Personal Auto,Agent,408,Four-Door Car,Small,False
ID30085,Arizona,8007.399376,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Web,537.6,Sports Car,Medsize,True
CO68055,Oregon,30966.31981,Basic,Bachelor,Unemployed,M,0,Suburban,Married,109,18,2,0,2,Personal Auto,Branch,691.401424,SUV,Small,True
NX37589,Washington,2666.976685,Basic,Bachelor,Employed,F,79251,Suburban,Married,67,10,32,1,1,Personal Auto,Web,321.6,Four-Door Car,Medsize,False
BX88206,Nevada,18572.01022,Basic,High School or Below,Employed,F,51294,Rural,Married,116,19,45,0,2,Corporate Auto,Web,113.237624,SUV,Medsize,False
AA30683,California,6595.101921,Premium,Bachelor,Unemployed,M,0,Suburban,Single,105,2,38,2,7,Personal Auto,Web,847.717402,Four-Door Car,Medsize,True
BD13927,California,2243.473907,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,34,71,0,1,Personal Auto,Branch,675.468453,Two-Door Car,Small,True
SJ71233,California,7423.929008,Basic,College,Unemployed,F,0,Suburban,Single,107,27,27,0,9,Personal Auto,Branch,513.6,SUV,Medsize,False
WK52692,Oregon,4627.090729,Extended,College,Medical Leave,F,29124,Suburban,Married,129,15,41,4,1,Personal Auto,Call Center,619.2,SUV,Medsize,False
OG67387,California,4413.255399,Basic,College,Unemployed,M,0,Suburban,Single,65,19,33,0,3,Personal Auto,Call Center,312,Four-Door Car,Medsize,True
XR99310,California,3163.283136,Extended,College,Employed,M,97266,Suburban,Married,79,29,84,0,1,Special Auto,Agent,546.052144,Two-Door Car,Medsize,False
GU84478,Oregon,4908.124429,Basic,High School or Below,Employed,M,48207,Urban,Married,63,28,85,2,8,Personal Auto,Branch,164.974886,Four-Door Car,Medsize,False
ZX29705,California,7850.590399,Basic,College,Unemployed,F,0,Suburban,Married,69,5,78,0,2,Corporate Auto,Web,331.2,Four-Door Car,Medsize,False
WN67367,California,3210.417377,Extended,Bachelor,Unemployed,F,0,Urban,Divorced,88,3,8,0,1,Personal Auto,Web,325.917598,Four-Door Car,Large,False
QN67807,Arizona,5387.40977,Basic,Bachelor,Employed,M,97316,Urban,Married,67,13,18,0,7,Personal Auto,Branch,309.076476,Two-Door Car,Large,False
AU77281,Oregon,2472.469209,Basic,College,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Agent,208.598246,Four-Door Car,Medsize,False
DN46994,California,5403.586356,Basic,Bachelor,Employed,F,72633,Rural,Married,67,28,91,0,8,Personal Auto,Agent,155.761761,Four-Door Car,Medsize,False
OW97322,Oregon,31410.92822,Premium,Bachelor,Employed,M,28013,Suburban,Married,266,25,30,0,2,Personal Auto,Branch,1276.8,Luxury Car,Small,False
ZC97171,Arizona,7627.431532,Extended,High School or Below,Employed,F,60479,Rural,Single,96,1,44,0,3,Personal Auto,Call Center,85.155359,Four-Door Car,Medsize,False
NG69817,California,7540.390159,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,24,42,0,2,Personal Auto,Branch,519.757811,Two-Door Car,Small,False
BS95225,California,2617.704041,Basic,College,Medical Leave,M,14151,Suburban,Single,72,5,41,1,1,Personal Auto,Branch,345.6,Four-Door Car,Medsize,False
AE93522,Washington,7212.143863,Basic,Bachelor,Employed,M,75891,Rural,Single,61,1,5,0,2,Corporate Auto,Branch,61.285525,Two-Door Car,Medsize,False
LP15901,Nevada,6671.766636,Basic,Bachelor,Unemployed,M,0,Suburban,Single,183,5,81,0,1,Personal Auto,Agent,1317.6,Luxury SUV,Small,False
