user_id,register_date,unregister_date,last_login_date,subscription_date,unsubscription_date,account_type
IYN2UGGL,2023-08-03,,2023-09-17 00:00:00.000000,2023-11-03,,FREE
LGAPW1XD,2023-09-14,,2023-10-09 08:55:34.617071,,,PREMIUM
V5OMGLXM,2023-09-04,,2023-09-30 00:00:00.000000,2023-10-06,,FREE
GB2UNY8I,2023-10-22,,2023-11-13 08:55:34.617071,,,FREE
LS38EF3S,2023-05-19,,2023-08-14 00:00:00.000000,,,PREMIUM
N6EZE6VI,2023-07-23,,2023-10-28 00:00:00.000000,2023-08-30,2023-11-01,PREMIUM
9QCWS0QO,2023-04-27,,2023-11-01 08:55:34.617071,2023-06-16,,FREE
UPI2XGTG,2023-06-03,,2023-11-10 08:55:34.617071,2023-08-10,2023-09-10,ENTERPRISE
9JEO9R2Q,2023-03-31,,2023-09-18 00:00:00.000000,2023-09-19,,FREE
FTR71ULL,2023-09-09,,2023-11-03 00:00:00.000000,2023-10-23,,ENTERPRISE
3AQP9RZW,2023-08-10,,2023-09-26 00:00:00.000000,2023-09-15,,FREE
KJAZBJK6,2023-04-11,,2023-11-15 08:55:34.617071,2023-09-11,,FREE
I8L8YPB2,2023-06-25,,2023-11-02 00:00:00.000000,,,ENTERPRISE
2IE4TFS6,2023-09-12,,2023-11-01 00:00:00.000000,2023-11-16,,PREMIUM
229ML0NI,2023-02-10,,2023-02-15 00:00:00.000000,2023-05-16,,FREE
DHHZ54BT,2023-01-01,,2023-10-16 08:55:34.617071,,,PREMIUM
7MACOU0P,2023-08-27,,2023-10-21 08:55:34.617071,2023-09-20,,FREE
H5N7WRVL,2023-01-04,2023-03-21,2023-03-01 00:00:00.000000,2023-02-21,,FREE
LNVL648P,2023-08-29,,2023-11-24 08:55:34.617071,2023-08-30,2023-11-16,FREE
Q8DO8UCD,2023-04-14,2023-07-20,2023-06-23 00:00:00.000000,2023-05-16,,ENTERPRISE
MN7XCMXV,2023-08-21,,2023-10-09 00:00:00.000000,2023-11-16,,FREE
NYQ7S34A,2023-05-03,,2023-11-25 08:55:34.617071,2023-08-27,,PREMIUM
5332B6XR,2023-02-21,,2023-09-29 00:00:00.000000,,,PREMIUM
CP31VOJU,2023-01-14,,2023-10-10 08:55:34.617071,2023-07-19,,PREMIUM
FMNN6KZW,2023-02-20,2023-11-14,2023-09-07 00:00:00.000000,2023-04-26,,PREMIUM
CGTNK6OF,2023-03-24,,2023-11-25 08:55:34.617071,2023-07-09,2023-11-27,FREE
CC75NR6K,2023-03-15,,2023-11-08 08:55:34.617071,,,FREE
9D7HLUA4,2023-03-09,,2023-11-15 08:55:34.617071,2023-10-09,,FREE
XO17GDXI,2023-06-30,,2023-11-18 08:55:34.617071,2023-11-06,,PREMIUM
QT6QVV61,2023-04-16,,2023-09-12 00:00:00.000000,2023-06-22,,PREMIUM
XNHIZESC,2023-02-10,,2023-03-21 00:00:00.000000,2023-11-03,2023-11-18,FREE
3VE86N7C,2023-10-11,,2023-10-17 08:55:34.617071,2023-11-20,,PREMIUM
5SGCP5DY,2023-11-16,,2023-11-23 00:00:00.000000,,,PREMIUM
GTTO7C84,2023-01-11,,2023-11-11 08:55:34.617071,2023-08-15,2023-10-24,PREMIUM
RRN4XFFI,2023-10-30,,2023-11-25 00:00:00.000000,2023-11-08,2023-11-10,PREMIUM
AFVJBRMX,2023-05-21,,2023-10-01 08:55:34.617071,2023-08-14,,PREMIUM
RJCQ1Y90,2023-10-19,,2023-10-03 08:55:34.617071,2023-10-27,,ENTERPRISE
U0A5H7Z6,2023-06-29,,2023-11-23 08:55:34.617071,,,FREE
W8X81XGL,2023-07-25,2023-10-15,2023-08-23 00:00:00.000000,,,FREE
PZY4WA6R,2023-04-27,,2023-10-23 08:55:34.617071,2023-11-20,,FREE
AWTLQGC3,2023-02-18,,2023-10-28 08:55:34.617071,2023-11-22,,FREE
XXFSFJ0T,2023-06-13,,2023-11-22 08:55:34.617071,2023-11-09,2023-11-28,FREE
IFUU2YEQ,2023-11-19,,2023-11-25 00:00:00.000000,,,PREMIUM
CY9P20PD,2023-02-17,2023-06-03,2023-05-23 00:00:00.000000,2023-04-14,,ENTERPRISE
HNZGXDXV,2023-02-28,,2023-11-03 08:55:34.617071,,,ENTERPRISE
6Y9FGZ1A,2023-02-26,,2023-11-07 08:55:34.617071,2023-07-29,,PREMIUM
IGPACKQK,2023-03-07,,2023-11-28 08:55:34.617071,,,FREE
5GXWX2XL,2023-06-14,,2023-11-10 00:00:00.000000,2023-07-19,2023-10-04,PREMIUM
Y68MSW4S,2023-08-25,,2023-11-11 00:00:00.000000,,,PREMIUM
4VFZ7AK4,2023-02-23,,2023-10-09 08:55:34.617071,,,PREMIUM
JV8BZJ1S,2023-11-13,,2023-09-29 08:55:34.617071,2023-11-27,,PREMIUM
K03U3N0H,2023-05-26,,2023-10-29 08:55:34.617071,2023-06-01,,FREE
5QHU3SVE,2023-06-13,,2023-09-05 00:00:00.000000,,,FREE
CXJ25NPG,2023-06-17,,2023-10-15 08:55:34.617071,,,PREMIUM
JXUMRBVX,2023-10-18,,2023-11-23 08:55:34.617071,,,PREMIUM
OZ5RZZQG,2023-09-01,,2023-11-08 00:00:00.000000,,,ENTERPRISE
3C0B92BY,2023-02-02,,2023-11-01 08:55:34.617071,,,FREE
T2P1UZCL,2023-09-22,,2023-10-18 08:55:34.617071,2023-11-20,,PREMIUM
GNW7YYZ6,2023-01-21,,2023-04-07 00:00:00.000000,2023-07-08,,FREE
OQU5SOG9,2023-01-20,,2023-06-21 00:00:00.000000,2023-08-28,,PREMIUM
DU36LTJT,2023-06-29,,2023-10-13 08:55:34.617071,2023-10-29,,FREE
KPF6H2XR,2023-04-17,,2023-10-19 08:55:34.617071,2023-09-24,,FREE
I17PCW8J,2023-03-21,,2023-11-21 08:55:34.617071,2023-10-26,,ENTERPRISE
XSPEMAR6,2023-05-06,,2023-07-09 00:00:00.000000,,,FREE
UYF6Y5XE,2023-11-09,,2023-11-15 00:00:00.000000,2023-11-17,,PREMIUM
Y36N6AUF,2023-09-18,,2023-10-16 00:00:00.000000,2023-10-28,,FREE
GZC46LXX,2023-01-08,,2023-04-30 00:00:00.000000,2023-09-11,,FREE
1RJ0FOPY,2023-10-01,,2023-11-11 00:00:00.000000,2023-10-29,,PREMIUM
19KWPORI,2023-03-23,2023-09-27,2023-04-02 00:00:00.000000,,,FREE
5GSRHGSN,2023-05-07,,2023-10-09 08:55:34.617071,2023-11-26,,FREE
6RE9YCPP,2023-09-08,,2023-10-06 08:55:34.617071,,,FREE
I30KONUN,2023-10-15,,2023-10-02 08:55:34.617071,,,FREE
6K112G8S,2023-05-17,,2023-11-05 00:00:00.000000,2023-08-25,2023-09-14,FREE
311VLKIR,2023-02-13,,2023-10-08 08:55:34.617071,,,FREE
69131KSU,2023-01-20,,2023-09-23 00:00:00.000000,2023-11-17,,PREMIUM
VVIFEA7J,2023-02-08,,2023-11-11 08:55:34.617071,2023-07-26,,FREE
SDL26JPA,2023-11-27,,2023-11-28 00:00:00.000000,,,FREE
I2E2VJJS,2023-01-03,,2023-03-25 00:00:00.000000,2023-01-29,2023-05-19,FREE
I3IENOOY,2023-05-12,,2023-10-27 08:55:34.617071,2023-11-04,,FREE
T34BWLNC,2023-11-14,2023-11-25,2023-11-20 00:00:00.000000,,,FREE
VU3JD1F8,2023-07-30,,2023-10-27 08:55:34.617071,,,FREE
WAFKXBBI,2023-11-20,,2023-11-25 00:00:00.000000,2023-11-25,,FREE
